Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Sales_USD,Number_of_Sales
2020-07-07,112678495,4765804,65316,2050
2020-07-08,112775681,4768180,97185,2376
2020-07-09,112877718,4771068,102037,2888
2020-07-10,112971991,4773972,94272,2904
2020-07-11,113138747,4778057,166755,4085
2020-07-12,113282398,4781171,143650,3114
2020-07-13,113387632,4782825,105234,1654
2020-07-14,113497536,4784592,109903,1767
2020-07-15,113588499,4786370,90963,1778
2020-07-16,113672350,4788467,83851,2097
2020-07-17,113752956,4790082,80605,1615
2020-07-18,113821726,4792211,68770,2129
2020-07-19,113938449,4793672,116723,1461
2020-07-20,114044159,4795026,105709,1354
2020-07-21,114148791,4796614,104632,1588
2020-07-22,114288500,4798108,139708,1494
2020-07-23,114406090,4799519,117589,1411
2020-07-24,114531066,4801155,124975,1636
2020-07-25,114682653,4802829,151587,1674
2020-07-26,114798032,4804240,115378,1411
2020-07-27,114914977,4805299,116944,1059
2020-07-28,115024683,4806458,109706,1159
2020-07-29,115192023,4807609,167340,1151
2020-07-30,115344596,4809025,152572,1416
2020-07-31,115428067,4810158,83471,1133
2020-08-01,115519987,4811384,91919,1226
2020-08-02,115705156,4812712,185169,1328
2020-08-03,115842963,4813852,137806,1140
2020-08-04,116279863,4819144,436900,5292
2020-08-05,116419793,4821162,139929,2018
2020-08-06,116540695,4822757,120902,1595
2020-08-07,116666549,4824325,125853,1568
2020-08-08,116810008,4826087,143459,1762
2020-08-09,116958965,4827400,148957,1313
2020-08-10,117046450,4828277,87485,877
2020-08-11,117146757,4829111,100306,834
2020-08-12,117227822,4829472,81065,361
2020-08-13,117356145,4830487,128322,1015
2020-08-14,117516204,4831460,160058,973
2020-08-15,117674933,4832449,158729,989
2020-08-16,117817667,4833669,142734,1220
2020-08-17,117906823,4834585,89155,916
2020-08-18,118077596,4835631,170772,1046
2020-08-19,118184704,4836632,107108,1001
2020-08-20,118309592,4837899,124888,1267
2020-08-21,118430363,4838823,120770,924
2020-08-22,118564231,4839856,133868,1033
2020-08-23,118757708,4841179,193476,1323
2020-08-24,118878641,4842168,120932,989
2020-08-25,118999325,4843432,120684,1264
2020-08-26,119132610,4844606,133284,1174
2020-08-27,119284361,4845921,151751,1315
2020-08-28,119539338,4847375,254976,1454
2020-08-29,119692053,4850479,152714,3104
2020-08-30,119839522,4853171,147469,2692
2020-08-31,120000285,4854473,160762,1302
2020-09-01,120063072,4854763,62787,290
2020-09-02,120133376,4855331,70303,568
2020-09-03,120275193,4856654,141817,1323
2020-09-04,120418152,4858062,142959,1408
2020-09-05,120502453,4859287,84300,1225
2020-09-06,120673369,4860864,170916,1577
2020-09-07,120828804,4862522,155434,1658
2020-09-08,120943344,4863994,114540,1472
2020-09-09,121084105,4865475,140761,1481
2020-09-10,121220290,4866699,136184,1224
2020-09-11,121435871,4868083,215581,1384
2020-09-12,121625707,4869461,189835,1378
2020-09-13,121884008,4871049,258301,1588
2020-09-14,122140196,4872313,256188,1264
2020-09-15,122619190,4875270,478994,2957
2020-09-16,122814776,4877917,195585,2647
2020-09-17,122994267,4879544,179491,1627
2020-09-18,123401588,4882740,407321,3196
2020-09-19,123700103,4884578,298514,1838
2020-09-20,124129920,4886901,429816,2323
2020-09-21,124345022,4888632,215102,1731
2020-09-22,124912333,4892540,567311,3908
2020-09-23,125394212,4897540,481878,5000
2020-09-24,126094516,4900957,700304,3417
2020-09-25,126885618,4905059,791102,4102
2020-09-26,127550445,4907912,664827,2853
2020-09-27,128196830,4911178,646384,3266
2020-09-28,129243556,4914137,1046726,2959
2020-09-29,129817527,4916569,573971,2432
2020-09-30,130227151,4919111,409623,2542
2020-10-01,130617862,4921458,390711,2347
2020-10-02,130958681,4923914,340819,2456
2020-10-03,131408938,4927176,450256,3262
2020-10-04,131810241,4929883,401303,2707
2020-10-05,132187882,4932792,377640,2909
2020-10-06,132562298,4936003,374415,3211
2020-10-07,132957403,4938836,395105,2833
2020-10-08,133365254,4941376,407850,2540
2020-10-09,133788198,4944185,422943,2809
2020-10-10,134156506,4946666,368308,2481
2020-10-11,134476320,4949696,319813,3030
2020-10-12,134784590,4952369,308270,2673
2020-10-13,135055793,4954835,271202,2466
2020-10-14,135385040,4957651,329246,2816
2020-10-15,135872254,4960310,487214,2659
2020-10-16,136158231,4962781,285977,2471
2020-10-17,136618638,4966013,460406,3232
2020-10-18,136955123,4969184,336485,3171
2020-10-19,137385896,4971979,430773,2795
2020-10-20,137607466,4974220,221569,2241
2020-10-21,137905540,4976274,298073,2054
2020-10-22,138415959,4978365,510418,2091
2020-10-23,138673365,4981070,257406,2705
2020-10-24,139099678,4985944,426312,4874
2020-10-25,139460777,4991541,361098,5597
2020-10-26,139772354,4995283,311577,3742
2020-10-27,139981372,4999455,209018,4172
2020-10-28,140253938,5002610,272565,3155
2020-10-29,140506466,5005985,252527,3375
2020-10-30,140751430,5009519,244964,3534
2020-10-31,141045163,5014233,293732,4714
2020-11-01,141395851,5017482,350688,3249
2020-11-02,141620797,5019895,224945,2413
2020-11-03,141955931,5022438,335133,2543
2020-11-04,142230074,5025093,274143,2655
2020-11-05,142431669,5027606,201594,2513
2020-11-06,142897447,5029857,465777,2251
2020-11-07,143202630,5032462,305183,2605
2020-11-08,143522436,5036091,319806,3629
2020-11-09,143765799,5038871,243362,2780
2020-11-10,144117437,5041937,351638,3066
2020-11-11,144507895,5045017,390458,3080
2020-11-12,145515837,5061972,1007941,16955
2020-11-13,145968590,5065338,452752,3366
2020-11-14,146417778,5069488,449188,4150
2020-11-15,146788827,5073308,371049,3820
2020-11-16,147121779,5076412,332951,3104
2020-11-17,147401679,5078809,279900,2397
2020-11-18,147714020,5081368,312340,2559
2020-11-19,148082851,5084411,368831,3043
2020-11-20,148355151,5086781,272300,2370
2020-11-21,149007321,5089239,652169,2458
2020-11-22,149360195,5091777,352874,2538
2020-11-23,149668800,5093635,308604,1858
2020-11-24,149876170,5095288,207370,1653
2020-11-25,150090416,5097441,214246,2153
2020-11-26,150308019,5099364,217602,1923
2020-11-27,150653418,5103891,345398,4527
2020-11-28,151001544,5108081,348126,4190
2020-11-29,151457389,5111637,455845,3556
2020-11-30,151720652,5113410,263262,1773
2020-12-01,151886721,5115568,166068,2158
2020-12-02,152371500,5118445,484779,2877
2020-12-03,152598266,5120962,226766,2517
2020-12-04,153065773,5123914,467507,2952
2020-12-05,153406949,5127351,341175,3437
2020-12-06,153791624,5131008,384674,3657
2020-12-07,154031541,5133761,239917,2753
2020-12-08,154338535,5136192,306994,2431
2020-12-09,154529766,5138393,191230,2201
2020-12-10,154746078,5141039,216311,2646
2020-12-11,155442427,5149216,696349,8177
2020-12-12,155731246,5153034,288818,3818
2020-12-13,156125667,5156149,394420,3115
2020-12-14,156383748,5158669,258081,2520
2020-12-15,156573880,5160821,190132,2152
2020-12-16,156802829,5162688,228948,1867
2020-12-17,157054360,5163940,251530,1252
2020-12-18,157345043,5166344,290682,2404
2020-12-19,157663398,5168986,318355,2642
2020-12-20,158203922,5172040,540523,3054
2020-12-21,158553045,5174244,349123,2204
2020-12-22,159102090,5177015,549045,2771
2020-12-23,159382745,5179069,280654,2054
2020-12-24,159747426,5181495,364680,2426
2020-12-25,160113297,5183403,365871,1908
2020-12-26,160467270,5185664,353972,2261
2020-12-27,160857129,5187905,389859,2241
2020-12-28,161097429,5189608,240300,1703
2020-12-29,161334113,5191470,236684,1862
2020-12-30,161690462,5193041,356348,1571
2020-12-31,161947774,5194742,257312,1701
2021-01-01,162400359,5198261,452585,3519
2021-01-02,162665766,5200384,265406,2123
2021-01-03,162992791,5201594,327025,1210
2021-01-04,163360209,5202998,367417,1404
2021-01-05,163975849,5204477,615639,1479
2021-01-06,164950126,5206090,974277,1613
2021-01-07,165433382,5207407,483255,1317
2021-01-08,166002047,5209537,568665,2130
2021-01-09,166531906,5211479,529858,1942
2021-01-10,167373715,5213293,841808,1814
2021-01-11,167650322,5214563,276607,1270
2021-01-12,167961010,5216224,310688,1661
2021-01-13,168513784,5218614,552773,2390
2021-01-14,168978072,5221345,464287,2731
2021-01-15,169423719,5223806,445646,2461
2021-01-16,170076354,5227163,652634,3357
2021-01-17,170584953,5229154,508599,1991
2021-01-18,171286103,5231164,701149,2010
2021-01-19,171806263,5232791,520160,1627
2021-01-20,172412900,5234962,606636,2171
2021-01-21,172997610,5237175,584710,2213
2021-01-22,173618322,5239440,620712,2265
2021-01-23,175120115,5241645,1501792,2205
2021-01-24,176226081,5244015,1105965,2370
2021-01-25,176974439,5245841,748358,1826
2021-01-26,177792577,5248884,818137,3043
2021-01-27,178934724,5251124,1142147,2240
2021-01-28,179595151,5252484,660426,1360
2021-01-29,180828583,5255412,1233432,2928
2021-01-30,183952803,5261692,3124219,6280
2021-01-31,190711470,5270011,6758667,8319
2021-02-01,198630910,5275607,7919439,5596
2021-02-02,205513430,5279316,6882519,3709
2021-02-03,208929918,5281683,3416488,2367
2021-02-04,212659317,5283607,3729398,1924
2021-02-05,214850029,5285149,2190711,1542
2021-02-06,217291742,5288080,2441713,2931
2021-02-07,219792673,5290548,2500930,2468
2021-02-08,223696249,5292182,3903576,1634
2021-02-09,226437550,5293665,2741300,1483
2021-02-10,228171702,5294738,1734152,1073
2021-02-11,231788191,5298324,3616488,3586
2021-02-12,233765993,5301298,1977801,2974
2021-02-13,237897741,5304435,4131747,3137
2021-02-14,245666344,5308303,7768603,3868
2021-02-15,251908398,5311745,6242053,3442
2021-02-16,260373014,5316441,8464616,4696
2021-02-17,270349809,5320520,9976794,4079
2021-02-18,280410340,5324073,10060531,3553
2021-02-19,292134354,5327487,11724013,3414
2021-02-20,300461468,5330756,8327113,3269
2021-02-21,316953893,5336705,16492425,5949
2021-02-22,332589970,5340354,15636076,3649
2021-02-23,339038236,5342808,6448266,2454
2021-02-24,346970156,5348129,7931920,5321
2021-02-25,352672357,5353683,5702201,5554
2021-02-26,359144731,5362001,6472373,8318
2021-02-27,368032800,5373456,8888068,11455
2021-02-28,375020237,5379877,6987437,6421
2021-03-01,384836854,5393192,9816616,13315
2021-03-02,395832285,5402443,10995431,9251
2021-03-03,405311572,5409114,9479287,6671
2021-03-04,412478336,5415664,7166763,6550
2021-03-05,420293565,5423478,7815228,7814
2021-03-06,425696068,5430345,5402503,6867
2021-03-07,432470222,5439852,6774154,9507
2021-03-08,442431723,5449029,9961500,9177
2021-03-09,453394434,5457248,10962710,8219
2021-03-10,462642979,5468935,9248545,11687
2021-03-11,491713984,5476726,29071005,7791
2021-03-12,507949005,5483946,16235020,7220
2021-03-13,523662259,5495034,15713254,11088
2021-03-14,538370944,5503922,14708685,8888
2021-03-15,548936721,5511278,10565776,7356
2021-03-16,559179661,5520217,10242940,8939
2021-03-17,571089944,5529997,11910282,9780
2021-03-18,581727465,5539337,10637520,9340
2021-03-19,589608015,5549739,7880550,10402
2021-03-20,599850691,5558571,10242676,8832
2021-03-21,613182285,5572138,13331593,13567
2021-03-22,621416194,5579541,8233909,7403
2021-03-23,628142796,5586440,6726601,6899
2021-03-24,635269105,5591806,7126309,5366
2021-03-25,640006305,5596572,4737199,4766
2021-03-26,645726251,5604350,5719945,7778
2021-03-27,652077443,5611626,6351192,7276
2021-03-28,658373245,5618183,6295801,6557
2021-03-29,665436991,5624139,7063746,5956
2021-03-30,673347430,5629303,7910438,5164
2021-03-31,680020360,5633849,6672930,4546
2021-04-01,686493215,5638188,6472854,4339
2021-04-02,691883377,5641877,5390162,3689
2021-04-03,697335832,5646234,5452455,4357
2021-04-04,701952775,5652220,4616942,5986
2021-04-05,708249538,5657214,6296763,4994
2021-04-06,712967248,5661882,4717710,4668
2021-04-07,717420817,5669787,4453568,7905
2021-04-08,729847301,5675818,12426484,6031
2021-04-09,741021252,5681613,11173951,5795
2021-04-10,748311990,5688233,7290737,6620
2021-04-11,773267888,5695229,24955897,6996
2021-04-12,780778848,5700601,7510959,5372
2021-04-13,789482376,5706042,8703528,5441
2021-04-14,803726484,5713295,14244108,7253
2021-04-15,814206813,5718337,10480329,5042
2021-04-16,826317003,5723564,12110190,5227
2021-04-17,832949812,5728540,6632808,4976
2021-04-18,838886272,5733201,5936459,4661
2021-04-19,845305015,5736943,6418742,3742
2021-04-20,850577357,5739440,5272342,2497
2021-04-21,856526269,5743423,5948912,3983
2021-04-22,862145380,5748170,5619110,4747
2021-04-23,867902157,5753891,5756777,5721
2021-04-24,872630817,5759079,4728659,5188
2021-04-25,875930337,5764702,3299519,5623
2021-04-26,880835511,5770546,4905174,5844
2021-04-27,890628540,5777814,9793028,7268
2021-04-28,896413542,5783782,5785002,5968
2021-04-29,900890810,5789080,4477267,5298
2021-04-30,907420843,5795758,6530033,6678
2021-05-01,917186286,5812397,9765443,16639
2021-05-02,927590860,5818457,10404574,6060
2021-05-03,1032258516,5833142,104667655,14685
2021-05-04,1064778309,5839823,32519793,6681
2021-05-05,1078908586,5844482,14130277,4659
2021-05-06,1089776074,5849191,10867487,4709
2021-05-07,1097584937,5853467,7808862,4276
2021-05-08,1108385115,5856035,10800178,2568
2021-05-09,1118385440,5859414,10000325,3379
2021-05-10,1125819813,5860775,7434372,1361
2021-05-11,1133463092,5862342,7643278,1567
2021-05-12,1157950269,5866545,24487177,4203
2021-05-13,1173132632,5870500,15182363,3955
2021-05-14,1185305491,5876122,12172858,5622
2021-05-15,1193452390,5880662,8146899,4540
2021-05-16,1200162567,5884798,6710176,4136
2021-05-17,1204026945,5887999,3864378,3201
2021-05-18,1209159041,5891598,5132095,3599
2021-05-19,1211705732,5893939,2546691,2341
2021-05-20,1214779409,5898676,3073676,4737
2021-05-21,1218481177,5903083,3701768,4407
2021-05-22,1224229823,5908602,5748646,5519
2021-05-23,1227300915,5911684,3071092,3082
2021-05-24,1231913163,5915651,4612247,3967
2021-05-25,1235544702,5919673,3631538,4022
2021-05-26,1239356095,5923795,3811393,4122
2021-05-27,1245602938,5930089,6246842,6294
2021-05-28,1250695017,5934586,5092078,4497
2021-05-29,1255260432,5938867,4565414,4281
2021-05-30,1259489048,5943281,4228616,4414
2021-05-31,1263494399,5947708,4005350,4427
2021-06-01,1269061265,5952914,5566865,5206
2021-06-02,1272370275,5956883,3309010,3969
2021-06-03,1275449444,5960872,3079168,3989
2021-06-04,1278414617,5965180,2965173,4308
2021-06-05,1281370096,5969668,2955479,4488
2021-06-06,1285426322,5974135,4056225,4467
2021-06-07,1291142538,5978729,5716216,4594
2021-06-08,1295634967,5983509,4492428,4780
2021-06-09,1298956199,5989188,3321232,5679
2021-06-10,1303176530,5995688,4220331,6500
2021-06-11,1312625468,6009116,9448937,13428
2021-06-12,1315308451,6013517,2682982,4401
2021-06-13,1317632190,6018090,2323739,4573
2021-06-14,1320990791,6024139,3358600,6049
2021-06-15,1328560181,6038080,7569389,13941
2021-06-16,1334047239,6045200,5487057,7120
2021-06-17,1339596893,6050958,5549653,5758
2021-06-18,1344548339,6068908,4951446,17950
2021-06-19,1351467657,6086561,6919317,17653
2021-06-20,1363923409,6108095,12455752,21534
2021-06-21,1376159782,6129507,12236372,21412
2021-06-22,1381580409,6135620,5420627,6113
2021-06-23,1387914195,6143142,6333785,7522
2021-06-24,1394718786,6153434,6804591,10292
2021-06-25,1404704788,6168808,9986001,15374
2021-06-26,1413911115,6180258,9206326,11450
2021-06-27,1422644723,6207255,8733607,26997
2021-06-28,1430640389,6219455,7995666,12200
2021-06-29,1437939891,6229459,7299501,10004
2021-06-30,1449259095,6273521,11319204,44062
2021-07-01,1455937658,6297648,6678562,24127
2021-07-02,1463120510,6309511,7182851,11863
2021-07-03,1467575419,6318308,4454909,8797
2021-07-04,1475466675,6327801,7891255,9493
2021-07-05,1481466650,6337518,5999974,9717
2021-07-06,1488576697,6346383,7110047,8865
2021-07-07,1498123090,6360279,9546393,13896
2021-07-08,1508090420,6381191,9967329,20912
2021-07-09,1517647431,6394962,9557011,13771
2021-07-10,1528692621,6408504,11045189,13542
2021-07-11,1538225739,6424206,9533117,15702
2021-07-12,1547756430,6436769,9530691,12563
2021-07-13,1559806294,6455580,12049863,18811
2021-07-14,1569112449,6469718,9306155,14138
2021-07-15,1584054305,6487970,14941855,18252
2021-07-16,1599387204,6507686,15332899,19716
2021-07-17,1617125638,6528953,17738433,21267
2021-07-18,1627420684,6545970,10295045,17017
2021-07-19,1638218693,6559724,10798009,13754
2021-07-20,1647959020,6581144,9740327,21420
2021-07-21,1656777233,6595693,8818212,14549
2021-07-22,1664474143,6604946,7696910,9253
2021-07-23,1673527592,6613790,9053448,8844
2021-07-24,1680917431,6620814,7389839,7024
2021-07-25,1690323841,6628224,9406409,7410
2021-07-26,1706124141,6637361,15800299,9137
2021-07-27,1716962170,6645900,10838029,8539
2021-07-28,1727024162,6653144,10061992,7244
2021-07-29,1741888899,6659005,14864737,5861
2021-07-30,1769650428,6665115,27761528,6110
2021-07-31,1843902413,6676859,74251985,11744
2021-08-01,1921899975,6690504,77997562,13645
2021-08-02,1949382780,6707198,27482804,16694
2021-08-03,1988934058,6726171,39551278,18973
2021-08-04,2066562182,6747502,77628124,21331
2021-08-05,2144339307,6774411,77777124,26909
2021-08-06,2249821176,6803813,105481869,29402
2021-08-07,2315695263,6857089,65874086,53276
2021-08-08,2401260801,6922325,85565538,65236
2021-08-09,2485369075,7004389,84108274,82064
2021-08-10,2558565011,7083612,73195935,79223
2021-08-11,2625010888,7139626,66445876,56014
2021-08-12,2683910763,7183775,58899874,44149
2021-08-13,2742610439,7246619,58699676,62844
2021-08-14,2807796187,7289197,65185748,42578
2021-08-15,2870264932,7351829,62468744,62632
2021-08-16,2921346167,7406295,51081235,54466
2021-08-17,2961589011,7436609,40242843,30314
2021-08-18,3005396654,7457379,43807643,20770
2021-08-19,3037913996,7482216,32517342,24837
2021-08-20,3115217599,7508411,77303603,26195
2021-08-21,3223181496,7535187,107963896,26776
2021-08-22,3323352821,7567031,100171325,31844
2021-08-23,3566930620,7601607,243577798,34576
2021-08-24,3761880403,7643809,194949783,42202
2021-08-25,3914466731,7690685,152586327,46876
2021-08-26,4050615028,7731069,136148296,40384
2021-08-27,4258766143,7791478,208151115,60409
2021-08-28,4590295406,7839873,331529263,48395
2021-08-29,4978931765,7897699,388636358,57826
2021-08-30,5206486952,7947449,227555186,49750
2021-08-31,5363242858,8006710,156755906,59261
2021-09-01,5514959669,8053004,151716810,46294
2021-09-02,5660670177,8072745,145710507,19741
2021-09-03,5790191091,8092038,129520914,19293
2021-09-04,5892927584,8122600,102736493,30562
2021-09-05,5981054012,8160070,88126427,37470
2021-09-06,6055278415,8188721,74224403,28651
2021-09-07,6108395657,8202054,53117241,13333
2021-09-08,6151416752,8223082,43021094,21028
2021-09-09,6191056143,8240666,39639391,17584
2021-09-10,6228068306,8255685,37012162,15019
2021-09-11,6259099528,8273969,31031222,18284
2021-09-12,6285874436,8295806,26774908,21837
2021-09-13,6339455797,8310839,53581360,15033
2021-09-14,6378333978,8323394,38878181,12555
2021-09-15,6430468064,8347964,52134085,24570
2021-09-16,6525734135,8368627,95266071,20663
2021-09-17,6565483822,8388498,39749686,19871
2021-09-18,6605802962,8413535,40319139,25037
2021-09-19,6639517628,8425433,33714666,11898
2021-09-20,6670549527,8442965,31031898,17532
2021-09-21,6713692300,8467325,43142772,24360
2021-09-22,6737687039,8478840,23994739,11515
2021-09-23,6796515230,8498240,58828191,19400
2021-09-24,6850331119,8537423,53815888,39183
2021-09-25,6911718458,8589278,61387339,51855
2021-09-26,6978628403,8637397,66909945,48119
2021-09-27,7082115643,8700473,103487240,63076
2021-09-28,7183234755,8742385,101119111,41912
2021-09-29,7258880053,8791215,75645298,48830
2021-09-30,7351657769,8860833,92777715,69618
2021-10-01,7438397864,8906924,86740095,46091
2021-10-02,7517092938,8950543,78695073,43619
2021-10-03,7610628795,8998165,93535857,47622
2021-10-04,7738337174,9080917,127708378,82752
2021-10-05,7848288311,9133930,109951137,53013
2021-10-06,7927145125,9162962,78856813,29032
2021-10-07,8019545103,9212814,92399977,49852
2021-10-08,8123808751,9281662,104263647,68848
2021-10-09,8182217292,9316707,58408541,35045
2021-10-10,8238557984,9355575,56340691,38868
2021-10-11,8290666767,9381502,52108782,25927
2021-10-12,8345876841,9408962,55210073,27460
2021-10-13,8412019539,9428654,66142698,19692
2021-10-14,8460900096,9451624,48880556,22970
2021-10-15,8521832824,9470824,60932728,19200
2021-10-16,8568835720,9487372,47002895,16548
2021-10-17,8621377082,9506186,52541362,18814
2021-10-18,8679946477,9583368,58569395,77182
2021-10-19,8788543906,9745100,108597429,161732
2021-10-20,8878464925,9854022,89921018,108922
2021-10-21,8932409902,9903622,53944977,49600
2021-10-22,8987609057,9946225,55199155,42603
2021-10-23,9093178428,10068314,105569370,122089
2021-10-24,9166815200,10185622,73636771,117308
2021-10-25,9217392642,10225761,50577442,40139
2021-10-26,9259909672,10257126,42517029,31365
2021-10-27,9368154865,10397112,108245193,139986
2021-10-28,9407716706,10427209,39561841,30097
2021-10-29,9450085350,10454399,42368644,27190
2021-10-30,9584712030,10507693,134626679,53294
2021-10-31,9651053069,10561165,66341039,53472
2021-11-01,9686591841,10574811,35538771,13646
2021-11-02,9769205151,10642199,82613309,67388
2021-11-03,9812304480,10665664,43099329,23465
2021-11-04,9859177132,10678772,46872651,13108
2021-11-05,9890101769,10691247,30924636,12475
2021-11-06,9948557762,10809535,58455993,118288
2021-11-07,10010966054,10853882,62408291,44347
2021-11-08,10088033031,10913146,77066977,59264
2021-11-09,10140008108,10964025,51975076,50879
2021-11-10,10199018447,11008847,59010338,44822
2021-11-11,10234561613,11022782,35543166,13935
2021-11-12,10228364893,11020587,-6196719,-2195
